t(ticks)	;	nlug	;	id_viat	;	observ
102379	;	50	;	1534	;	saida
102410	;	49	;	1591	;	estacionamento
102424	;	50	;	1591	;	saida
102454	;	49	;	1581	;	estacionamento
102473	;	50	;	1581	;	saida
102503	;	49	;	1555	;	estacionamento
102525	;	50	;	1555	;	saida
102565	;	49	;	1568	;	estacionamento
102579	;	50	;	1568	;	saida
102610	;	49	;	1583	;	estacionamento
102632	;	50	;	1583	;	saida
102661	;	49	;	1594	;	estacionamento
102719	;	50	;	1594	;	saida
102751	;	49	;	1580	;	estacionamento
102784	;	50	;	1580	;	saida
102814	;	49	;	1590	;	estacionamento
102869	;	50	;	1590	;	saida
102901	;	49	;	1596	;	estacionamento
102938	;	50	;	1596	;	saida
102967	;	49	;	1577	;	estacionamento
102986	;	50	;	1577	;	saida
103015	;	49	;	1578	;	estacionamento
103043	;	50	;	1578	;	saida
103072	;	49	;	1586	;	estacionamento
103095	;	50	;	1586	;	saida
103124	;	49	;	1587	;	estacionamento
103153	;	50	;	1587	;	saida
103183	;	49	;	1491	;	estacionamento
